"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 6:10:28 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,-
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
81,0.02420491,0.001958617,0.001663375,0.03536671,0.02671552,0.1782244,0.007863389,0.002929649,0.0485926,0.002391977,0.009836993,0.002467195,0.0008283514,0.01634751,0.005515774,0.002751654,0.0006611014,0.03181672,0.001733575,0.02801084,8.400012E-05,0.04161912,4.415254E-05,0.01475433,0.0729507,0.003076333,0.003252586,0.0001456377,0.001030062,5.060592E-05,0.001069511,0.0003711949,0.0003310859,0.02331037,0.0002406068,0.002091073,0.001204195,4.567221E-06,3.630497E-05,0.001802685,0.0496627,0.006138423,0.07665204,0.003420808,0.01647641,0.001402809,0.01099826,0.009532406,8.968773,0.000130367,0.01662251,0.1465488,1.791012,0.14619,0.0004249967,0.0003192759,0.01692655,0.205864,0.3670034,0.0757986,0.03566227,0.0441879,0.03882295,0.02040463,0.0002428891,1.830417,0.01079514,0.003320176,0.01782589,0.06796099,20.01848,1.218805,7.758049,7.740222,16.41697,3.085177,13.55346,30.83798
82,0.02421504,0.001951773,0.001661208,0.03535118,0.02673573,0.178333,0.00787745,0.002925516,0.04862935,0.002382935,0.009751205,0.00246133,0.0008302195,0.0164532,0.0054517,0.002750957,0.0006598795,0.03220873,0.00173521,0.02855953,8.326192E-05,0.04112644,4.358403E-05,0.01425206,0.07288162,0.00333963,0.003264548,0.0001472757,0.001063327,5.089782E-05,0.001071838,0.0003741858,0.0003295888,0.02476071,0.0002203474,0.001941196,0.001161027,4.554659E-06,3.590975E-05,0.001794839,0.04868291,0.006424205,0.07738414,0.003386256,0.01651752,0.001384273,0.01069745,0.009355641,8.969558,0.0001301301,0.01654908,0.1468449,1.814928,0.1488189,0.0004229627,0.0003109155,0.01690749,0.2036465,0.3966098,0.08765052,0.03755821,0.04793122,0.041081,0.02116969,0.0002407482,1.892599,0.01269938,0.004304518,0.02517667,0.06945676,21.19533,1.444736,8.939296,8.007718,15.40044,2.652076,11.58839,29.49607
83,0.02422614,0.00194519,0.001660207,0.03534476,0.02675277,0.1784021,0.00789289,0.002922386,0.04867365,0.002374313,0.009643209,0.002458051,0.0008314827,0.01655974,0.005394513,0.002751178,0.0006596695,0.03356629,0.001737713,0.02911843,8.190278E-05,0.04058436,4.514572E-05,0.01389778,0.07280429,0.003556818,0.003295172,0.0001462537,0.001096459,5.125915E-05,0.001074953,0.0003889571,0.0003282591,0.02572482,0.0002148155,0.001846796,0.001105874,4.562785E-06,3.558085E-05,0.001782821,0.04779407,0.007360955,0.07781382,0.003357233,0.01653281,0.001364986,0.01048797,0.009197557,9.08389,0.0001303944,0.016483,0.1470149,1.832426,0.1526922,0.0004215947,0.0003137012,0.01693466,0.1915942,0.4092837,0.09729698,0.03779943,0.05091829,0.04640938,0.02293988,0.0002366372,1.996255,0.01267365,0.004719093,0.0344741,0.07088954,22.18033,1.73487,9.22512,7.817492,12.77977,2.398306,8.760379,26.37033
84,0.02424011,0.001938884,0.001660006,0.03535835,0.02677147,0.1784455,0.007908554,0.002920154,0.04872242,0.002365906,0.009534873,0.002457872,0.0008326105,0.01666693,0.005342302,0.00275229,0.0006597611,0.03424572,0.001741221,0.0288073,8.084594E-05,0.04015827,4.724794E-05,0.01374695,0.07276995,0.003503959,0.003302712,0.0001443969,0.001104308,5.15842E-05,0.001078764,0.0003953483,0.0003275227,0.02473807,0.0002268908,0.001801259,0.001072778,4.579184E-06,3.530677E-05,0.001771706,0.04725289,0.008375793,0.07811012,0.003340608,0.01653056,0.001361028,0.01050241,0.009120598,9.24572,0.000130802,0.01643422,0.1469701,1.841327,0.1556059,0.0004203859,0.0003216553,0.01726756,0.1717883,0.4046307,0.1011833,0.03671127,0.05079351,0.05165181,0.02425128,0.0002351899,2.135897,0.01067566,0.00439929,0.04112686,0.07203968,22.66235,1.912768,8.413324,7.28825,10.01339,2.659938,6.449802,21.28292
85,0.02425742,0.001932803,0.001660027,0.03539671,0.02679371,0.1785157,0.007923962,0.002919124,0.04879412,0.002357287,0.009457462,0.002460256,0.0008332083,0.0167696,0.005200428,0.002753672,0.0006600487,0.03409944,0.001737777,0.02776084,8.518207E-05,0.0400669,4.844416E-05,0.01374243,0.07282546,0.003225601,0.003260422,0.0001424153,0.001070197,5.221441E-05,0.001081493,0.0003919995,0.0003273399,0.02315004,0.0002415786,0.001753886,0.001009225,4.58799E-06,3.515984E-05,0.00176573,0.04713587,0.009296741,0.07837049,0.003344925,0.01649014,0.00136368,0.01060439,0.00912628,9.365744,0.0001313883,0.01641041,0.1469404,1.840846,0.1560585,0.0004189647,0.000331102,0.0176343,0.1513832,0.3853405,0.09821657,0.03405553,0.04994952,0.05285228,0.02467823,0.0002338003,2.272531,0.008273901,0.00350374,0.04114575,0.07247312,22.77838,1.903783,6.911482,6.587452,8.04686,3.37927,5.074072,16.42674
86,0.02427518,0.001926881,0.001659755,0.03545691,0.02681622,0.1785358,0.007938235,0.002917586,0.04886828,0.002348657,0.00939186,0.00246344,0.0008336309,0.0168699,0.00504826,0.002754286,0.0006603682,0.03415199,0.001730741,0.02689408,8.866868E-05,0.04010241,4.597862E-05,0.01375496,0.07290649,0.002999439,0.003202485,0.0001415156,0.001031604,5.243987E-05,0.001083531,0.0003853634,0.0003276074,0.02164164,0.0002474483,0.001730255,0.00097205,4.575374E-06,3.513641E-05,0.001764774,0.04730994,0.01023871,0.07862474,0.00335825,0.01643019,0.001368763,0.01066034,0.00922656,9.513069,0.0001318717,0.01639625,0.1464711,1.828357,0.1558196,0.0004171483,0.0003402855,0.0177646,0.1358407,0.3541429,0.09073495,0.03070409,0.04725653,0.054581,0.02504842,0.0002344402,2.327836,0.006290647,0.002975575,0.04068078,0.07188899,22.17624,1.844368,5.305435,5.744203,7.167273,4.410974,4.680847,13.20421
87,0.02429059,0.001921004,0.001658747,0.03552702,0.02683837,0.1784712,0.007950569,0.002914904,0.04893581,0.002340055,0.009329776,0.002465239,0.0008338534,0.01696842,0.004905692,0.002754187,0.0006606292,0.03548071,0.001721125,0.02711621,9.212201E-05,0.04010095,4.264756E-05,0.01381409,0.07294692,0.003074604,0.003173809,0.0001428904,0.001028563,5.266938E-05,0.001084313,0.000384864,0.0003280202,0.02168999,0.0002568551,0.001695653,0.0009509262,4.535444E-06,3.562488E-05,0.001772245,0.04763867,0.01107288,0.07887382,0.003371768,0.01636672,0.001375876,0.01055765,0.009395913,9.642612,0.0001323194,0.0163827,0.1454682,1.804581,0.1556166,0.0004149018,0.0003484663,0.0175931,0.1266289,0.3219092,0.08108896,0.02821668,0.04396978,0.05765043,0.02556756,0.000236314,2.276,0.005063735,0.002698997,0.03917002,0.0702327,21.12655,1.78252,4.02691,4.948849,7.777542,5.806182,5.710492,11.99092
88,0.02430123,0.001915035,0.0016568,0.03559138,0.02686041,0.1782902,0.007960562,0.002911552,0.04899219,0.002331823,0.009262012,0.002465154,0.000833869,0.01706652,0.004771816,0.002754192,0.0006607879,0.03720196,0.001710837,0.02785475,9.180698E-05,0.03991291,3.999494E-05,0.01384595,0.07294235,0.003330046,0.003184436,0.0001442841,0.001067289,5.295546E-05,0.001083044,0.000398527,0.0003283054,0.02345437,0.0002724149,0.001688697,0.0009714033,4.470974E-06,3.632523E-05,0.001787183,0.04808446,0.01170696,0.07912863,0.003389118,0.01630799,0.001382596,0.01032417,0.009615766,9.734315,0.0001327823,0.01636129,0.1441462,1.776957,0.1547415,0.0004122711,0.0003551797,0.0172069,0.1255796,0.2957413,0.07108222,0.02713062,0.04108967,0.06038389,0.02605802,0.0002381495,2.149845,0.005317756,0.002564507,0.03729171,0.06781141,20.04655,1.721723,3.285896,4.396059,9.641844,7.024248,8.194028,13.49273
89,0.0243095,0.001908845,0.0016536,0.03564173,0.02688291,0.1780853,0.007969049,0.002908611,0.04904129,0.002323684,0.009205264,0.002463904,0.0008338738,0.01716566,0.004660135,0.002755199,0.0006607681,0.0377526,0.001701758,0.0287075,9.04839E-05,0.03991429,4.028926E-05,0.01393271,0.07292122,0.003542122,0.003219773,0.0001453268,0.001105218,5.318901E-05,0.001081243,0.0004115716,0.0003282969,0.0259455,0.0002899549,0.001759397,0.001042341,4.391482E-06,3.707853E-05,0.001805894,0.04855555,0.01116396,0.07945503,0.003410874,0.01627218,0.001391926,0.01010045,0.009822921,9.672903,0.0001332484,0.01633387,0.1429678,1.756797,0.1534933,0.0004093637,0.0003549709,0.01676248,0.1332809,0.2871155,0.06333741,0.02752564,0.03956412,0.05980235,0.02584902,0.0002411833,1.997983,0.006400167,0.002676162,0.03527753,0.06534564,19.48286,1.698755,3.132241,4.324028,12.05902,7.084676,11.58331,17.63892
90,0.02432128,0.001902481,0.001649418,0.03567424,0.02691032,0.178033,0.007977672,0.002907468,0.04909327,0.002315588,0.009205473,0.002462598,0.0008353356,0.01726718,0.00456625,0.002757646,0.0006598911,0.03674066,0.001695766,0.02896836,8.9091E-05,0.04031766,4.095657E-05,0.01403771,0.07292841,0.003537916,0.003240562,0.0001467819,0.00112709,5.320187E-05,0.001080775,0.0004080713,0.0003283959,0.0262338,0.0002997788,0.001865982,0.001097927,4.310439E-06,3.7289E-05,0.001822463,0.04891955,0.009953307,0.08014865,0.00343494,0.0162926,0.001401854,0.01029279,0.009965984,9.538565,0.0001336187,0.01632144,0.1425702,1.752654,0.1516542,0.0004061438,0.000348339,0.01656753,0.1530197,0.2973284,0.05904297,0.02870535,0.03951909,0.05496039,0.02489124,0.000244869,1.882356,0.007675391,0.002734723,0.03043285,0.06345254,19.18624,1.581765,3.584166,4.841787,13.99896,5.757969,14.01705,23.3186
91,0.02433504,0.001896151,0.00164479,0.0356864,0.02694106,0.1781635,0.007987419,0.002907489,0.0491516,0.002307801,0.009238431,0.00246164,0.0008376694,0.01735863,0.004417852,0.002757752,0.000655838,0.03526691,0.001691257,0.02834974,8.745538E-05,0.0405525,4.131018E-05,0.01388338,0.07297733,0.003351013,0.003237884,0.0001481137,0.001106719,5.329449E-05,0.001081707,0.0003975161,0.000328137,0.02518978,0.0002898562,0.001898288,0.001108205,4.239887E-06,3.724398E-05,0.001834586,0.04894668,0.008682468,0.08101238,0.003450064,0.0163321,0.001406853,0.01057267,0.009982493,9.390568,0.0001338878,0.01631793,0.1428519,1.764525,0.1490924,0.0004024844,0.0003399586,0.01661676,0.1739514,0.3186287,0.06000805,0.02975588,0.04010074,0.04928138,0.02373132,0.0002471735,1.811911,0.008480971,0.00261287,0.02537987,0.06250035,19.17914,1.42292,4.587346,5.769062,15.63206,4.500551,15.42346,27.82078
92,0.02434939,0.001889891,0.001640388,0.03568332,0.02697005,0.1784723,0.007999508,0.002908286,0.04922069,0.002300298,0.009296356,0.002460543,0.0008404178,0.0174473,0.004254268,0.00275548,0.0006495873,0.03371415,0.001687232,0.02744654,8.328571E-05,0.04058697,4.195038E-05,0.01362789,0.073053,0.003149802,0.003216847,0.0001490812,0.001075728,5.327617E-05,0.001083818,0.0003849232,0.0003273996,0.02386982,0.000271119,0.001864478,0.001108103,4.188642E-06,3.712042E-05,0.001836388,0.04842521,0.007534345,0.08195143,0.003446938,0.01636064,0.001402378,0.01053171,0.009867396,9.239743,0.0001341251,0.01631923,0.143632,1.78947,0.1467873,0.0003987383,0.0003312293,0.01665148,0.1911886,0.3466106,0.06746425,0.03146252,0.04263069,0.043864,0.02255142,0.0002468235,1.795473,0.009146928,0.002507623,0.02096195,0.06270018,19.45677,1.272009,6.099857,6.852355,16.3323,3.657288,14.7848,30.78471
93,0.02436457,0.00188362,0.001636939,0.03567295,0.02699555,0.1788022,0.008012757,0.002908655,0.04929543,0.002292469,0.009346497,0.002457042,0.0008429878,0.01754653,0.004182837,0.002755419,0.0006463443,0.03218735,0.001683033,0.0275586,8.528846E-05,0.04118859,4.374678E-05,0.01334149,0.07309979,0.003119807,0.003193702,0.0001510946,0.001063801,5.367603E-05,0.001088036,0.0003725573,0.0003261715,0.02408769,0.0002580125,0.001808758,0.001116203,4.162428E-06,3.689781E-05,0.001836222,0.04765632,0.006547536,0.08289561,0.003432234,0.01641227,0.001392194,0.01054627,0.009714085,9.068145,0.0001342802,0.01631069,0.1444673,1.818791,0.1473427,0.0003957789,0.000322306,0.01682525,0.1983324,0.3803523,0.07981855,0.03344906,0.04609609,0.03898434,0.02140718,0.0002469262,1.830473,0.01082696,0.003352026,0.01785322,0.06392948,19.99485,1.216986,7.753132,7.738889,16.41529,3.089664,13.55433,30.83772
94,0.02437564,0.001877514,0.001635045,0.03565624,0.02701543,0.1789473,0.008027106,0.002908494,0.04937356,0.002284611,0.009310344,0.002453323,0.0008441937,0.01764935,0.004118452,0.002757346,0.0006459217,0.03267817,0.001679075,0.02815033,8.443196E-05,0.04070699,4.296609E-05,0.01299777,0.07309068,0.003380648,0.003210301,0.0001529789,0.001098531,5.406857E-05,0.001090416,0.000375719,0.000324573,0.02587174,0.0002319435,0.00166254,0.001086846,4.160491E-06,3.669369E-05,0.001832756,0.0467579,0.00686769,0.08370335,0.003413458,0.01644608,0.00137656,0.01036556,0.009565333,9.067273,0.0001345867,0.0162863,0.1451169,1.843874,0.1499223,0.0003940912,0.0003141268,0.01679808,0.1941987,0.4052113,0.09329677,0.03471516,0.04992811,0.04125089,0.02219828,0.0002451241,1.89231,0.01275676,0.004355268,0.02523916,0.06557667,21.16944,1.443141,8.938269,8.005527,15.39937,2.655623,11.59098,29.49836
95,0.0243876,0.00187167,0.001634333,0.03564914,0.02703222,0.1790512,0.008042917,0.002909333,0.04945902,0.002277128,0.009245611,0.002452208,0.0008448488,0.01775388,0.004059152,0.002760375,0.0006465688,0.03415423,0.001676617,0.0287489,8.316623E-05,0.04017182,4.429323E-05,0.01279198,0.07307237,0.003605331,0.003233842,0.0001519381,0.001132998,5.435716E-05,0.00109381,0.0003908055,0.0003231422,0.02712238,0.0002239824,0.001566324,0.001045999,4.178007E-06,3.654365E-05,0.001824632,0.04595545,0.007854006,0.08418404,0.003399092,0.01645419,0.001359991,0.0102599,0.009432537,9.180378,0.0001353916,0.01626487,0.1456397,1.862408,0.1537313,0.0003930606,0.000317018,0.01681656,0.1807162,0.4150643,0.1021356,0.03528262,0.05241816,0.0465972,0.02400022,0.0002413063,1.99586,0.01275079,0.00478399,0.03458115,0.06716139,22.15137,1.733452,9.226742,7.814204,12.77912,2.400665,8.76277,26.37533
96,0.02440235,0.001866095,0.001634415,0.03566205,0.02705057,0.1791286,0.008059028,0.002911053,0.04954856,0.002269843,0.009175107,0.002454165,0.0008454142,0.01785981,0.004004729,0.002764399,0.0006475636,0.03494079,0.001675706,0.02846642,8.157921E-05,0.03976801,4.639129E-05,0.01273975,0.07309652,0.003540765,0.003252608,0.0001504634,0.001140458,5.511691E-05,0.001097494,0.0003974497,0.000322299,0.02623883,0.0002335998,0.001517445,0.001026967,4.203406E-06,3.643999E-05,0.001817142,0.04550743,0.008933371,0.08451987,0.00339636,0.01644538,0.001358617,0.01036577,0.009379203,9.342565,0.0001363275,0.01625631,0.145946,1.87218,0.1565755,0.000392184,0.00032505,0.0171402,0.1627715,0.4058134,0.1046491,0.03500323,0.05188094,0.05185186,0.02534925,0.0002401348,2.135673,0.01076243,0.004465458,0.04128388,0.06844957,22.63095,1.911549,8.415254,7.284398,10.01316,2.660598,6.451368,21.28788
97,0.02442048,0.001860741,0.001634716,0.03570075,0.02707257,0.179196,0.008073818,0.002907832,0.04961573,0.002262378,0.009127484,0.002459774,0.0008464495,0.01796981,0.004046495,0.002765618,0.0006486417,0.03479898,0.001678852,0.02731442,8.622568E-05,0.03955139,4.76163E-05,0.01276243,0.07315734,0.003222107,0.003208659,0.0001484391,0.001103432,5.562287E-05,0.001100983,0.0003941885,0.0003212368,0.02429964,0.0002469767,0.001469171,0.0009694974,4.221526E-06,3.624625E-05,0.001806366,0.04559045,0.009735481,0.08481629,0.00339315,0.01635342,0.001359007,0.0105106,0.009378006,9.460084,0.0001369631,0.01627262,0.145864,1.871486,0.1570149,0.0003910929,0.000334568,0.01751352,0.1437166,0.3831198,0.1013328,0.03349211,0.05029952,0.05304718,0.02579696,0.0002385472,2.272611,0.008365124,0.003579993,0.04135884,0.06908213,22.74616,1.902851,6.912377,6.583687,8.047094,3.374937,5.075267,16.43036
98,0.02443904,0.00185553,0.001634727,0.03576148,0.02709479,0.1791993,0.008087113,0.002902092,0.04966954,0.002254919,0.00908702,0.002466367,0.0008476413,0.01808036,0.0041108,0.002764984,0.0006497151,0.03482869,0.001681717,0.02631997,8.926718E-05,0.03946085,4.580875E-05,0.01276691,0.07322603,0.002966977,0.00314621,0.0001474927,0.00106204,5.603403E-05,0.001103494,0.0003875604,0.0003203862,0.02240233,0.000251489,0.001449003,0.0009311951,4.219282E-06,3.610633E-05,0.001798329,0.04600804,0.01051364,0.08510512,0.003392791,0.0162324,0.001360417,0.01059474,0.009463064,9.604114,0.0001373229,0.01629519,0.1452183,1.858159,0.1567615,0.0003896034,0.0003437846,0.01765758,0.1285051,0.3517994,0.09244277,0.03122935,0.04672728,0.05477477,0.02618266,0.0002388373,2.328225,0.006379324,0.003053946,0.04093889,0.06871477,22.14374,1.84366,5.305351,5.74042,7.167654,4.400097,4.681678,13.20602
99,0.02445509,0.001850334,0.001633996,0.03583254,0.02711671,0.1791124,0.008098305,0.002894553,0.04971081,0.002247483,0.009046827,0.00247145,0.0008487374,0.01818992,0.004175081,0.002763122,0.0006507288,0.03614821,0.001682676,0.02642531,9.266329E-05,0.03935099,4.265146E-05,0.01280004,0.0732446,0.003013776,0.003115381,0.0001489131,0.00105735,5.627486E-05,0.001104645,0.0003871284,0.0003196265,0.02218567,0.0002592063,0.001426925,0.0009066506,4.190896E-06,3.646526E-05,0.001798529,0.04659936,0.01118471,0.08538718,0.003391492,0.01610991,0.001363586,0.01051427,0.009615701,9.729002,0.0001375826,0.01631421,0.1440068,1.833105,0.1565232,0.00038768,0.0003519405,0.0175027,0.1199446,0.3197587,0.08200782,0.02942816,0.04305916,0.05785411,0.02671615,0.0002403014,2.276619,0.005145594,0.002775006,0.03945835,0.06727549,21.09401,1.78196,4.026468,4.945061,7.777954,5.788429,5.710991,11.99042
100,0.02446635,0.001845022,0.001632309,0.03589783,0.02713655,0.1789045,0.008107059,0.002886148,0.04973878,0.002240363,0.008998252,0.002474384,0.0008496629,0.01829914,0.004229771,0.00276107,0.0006516447,0.03786361,0.001682422,0.02705516,9.187312E-05,0.03905904,4.002691E-05,0.01279437,0.07321876,0.003247286,0.003119255,0.0001504708,0.001096381,5.629233E-05,0.001104131,0.0004010265,0.0003187538,0.02378346,0.0002740537,0.001435637,0.0009188407,4.138826E-06,3.703898E-05,0.001806598,0.04730776,0.01167083,0.08567461,0.003394544,0.01599706,0.001366444,0.01029636,0.00981901,9.814965,0.0001378364,0.01632139,0.142472,1.803962,0.155602,0.0003853689,0.0003585699,0.01713285,0.1181196,0.2949072,0.0711395,0.02871451,0.04014054,0.06059572,0.02722178,0.0002417299,2.150541,0.005393641,0.002637179,0.03759752,0.06505788,20.01409,1.721298,3.285559,4.392365,9.642325,7.002906,8.194612,13.48964
101,0.02447507,0.001839466,0.001629381,0.03594876,0.02715801,0.1786707,0.008114225,0.002878169,0.04975874,0.002233324,0.008958783,0.002475866,0.0008505575,0.0184091,0.004288845,0.002759837,0.0006523808,0.03839413,0.001682376,0.02780209,9.074788E-05,0.03899236,4.058897E-05,0.01283678,0.07317642,0.003435489,0.003148258,0.0001513672,0.001134995,5.643481E-05,0.00110266,0.0004143214,0.000317631,0.02608831,0.0002911894,0.001523493,0.0009722791,4.071975E-06,3.76709E-05,0.001818895,0.0480434,0.01100816,0.08603854,0.003402867,0.01591219,0.001372114,0.01008448,0.01000976,9.747738,0.0001380926,0.01631928,0.1410804,1.782249,0.1543103,0.0003827768,0.0003582433,0.01670413,0.1286864,0.2822332,0.06322841,0.02927084,0.03870765,0.06000882,0.0270284,0.0002443836,1.998632,0.006474425,0.002748588,0.03559211,0.06276408,19.45105,1.698502,3.132421,4.320773,12.05943,7.071115,11.58514,17.63428
102,0.02448725,0.001833711,0.00162547,0.03598147,0.02718482,0.1785886,0.008121454,0.002872019,0.04978146,0.002226305,0.008975768,0.002477013,0.0008528811,0.01852139,0.004349524,0.002759832,0.0006522638,0.03734025,0.001684277,0.02795913,8.967546E-05,0.03932999,4.113751E-05,0.01290704,0.07316234,0.003409178,0.003163898,0.000153132,0.001156727,5.663298E-05,0.001101781,0.0004108615,0.0003166641,0.02614591,0.0003035282,0.001649776,0.001008159,4.003183E-06,3.775831E-05,0.001829519,0.04866684,0.009714248,0.08680055,0.00341441,0.01588643,0.001378543,0.01028679,0.01013648,9.608452,0.0001382553,0.01632961,0.1404653,1.776709,0.152447,0.0003798658,0.0003514185,0.01652368,0.1513974,0.2878134,0.0593205,0.03035983,0.03878174,0.05515097,0.02608301,0.0002477274,1.882865,0.007753198,0.002807486,0.03074399,0.06100524,19.15494,1.581796,3.585104,4.83915,13.99857,5.753586,14.02075,23.31687
103,0.0245014,0.001827966,0.001621116,0.03599345,0.02721513,0.178691,0.008129787,0.002867021,0.04981019,0.002219598,0.00902576,0.0024783,0.0008560655,0.01862229,0.004335057,0.002757136,0.0006489069,0.03582093,0.001686935,0.02724318,8.839094E-05,0.03950135,4.165638E-05,0.01276564,0.07318962,0.003205649,0.003157241,0.0001544247,0.001135259,5.660243E-05,0.001102985,0.0004002589,0.0003153958,0.02489721,0.0002933241,0.001711761,0.001003224,3.943922E-06,3.759213E-05,0.00183608,0.048944,0.008394467,0.08774536,0.003417813,0.01588249,0.001380209,0.01057823,0.01013739,9.455776,0.0001383136,0.01634708,0.1405286,1.787441,0.1498737,0.0003765023,0.0003428067,0.01658674,0.1792422,0.3018937,0.06073317,0.03181969,0.03922534,0.04945357,0.02493105,0.000249686,1.812291,0.008565365,0.002683476,0.02567528,0.06015752,19.14807,1.423205,4.588338,5.76706,15.6306,4.498223,15.42762,27.82405
104,0.02451606,0.001822259,0.00161698,0.03598958,0.02724372,0.1789719,0.008140387,0.002862777,0.04984879,0.002213162,0.00910103,0.002479285,0.0008596713,0.01872005,0.004288469,0.002751807,0.0006432905,0.03422473,0.001689541,0.02625577,8.50421E-05,0.03948006,4.231692E-05,0.01256858,0.0732431,0.002994218,0.003129101,0.0001554724,0.001102874,5.665356E-05,0.001105451,0.0003875872,0.000313706,0.02342235,0.0002730088,0.001713909,0.0009852954,3.902665E-06,3.734986E-05,0.001832625,0.04865841,0.007222574,0.08877055,0.003403674,0.01587058,0.001372592,0.01054782,0.01000777,9.300324,0.0001383334,0.01636788,0.1410936,1.811448,0.147566,0.0003730391,0.0003338299,0.0166348,0.2030793,0.3259286,0.06792337,0.03411643,0.04153995,0.04401884,0.02375443,0.000249005,1.795817,0.009239066,0.002574847,0.02123362,0.06044029,19.42592,1.272273,6.098616,6.850812,16.32972,3.656734,14.78847,30.78908
105,0.02453152,0.001816528,0.001613799,0.03597828,0.02726879,0.1792732,0.008152072,0.002858051,0.04989166,0.00220643,0.00916776,0.002477715,0.0008631076,0.01882929,0.004335234,0.002748724,0.0006407548,0.03265729,0.001691638,0.02629814,8.683822E-05,0.04002398,4.395827E-05,0.0123495,0.07326666,0.002950845,0.00310281,0.0001580359,0.001089308,5.652772E-05,0.001110521,0.0003751437,0.000311582,0.023513,0.0002579813,0.001690261,0.0009748059,3.885021E-06,3.701138E-05,0.001827508,0.04811682,0.006229224,0.08980096,0.003378819,0.01588322,0.00135951,0.01057664,0.009841625,9.124169,0.0001382627,0.0163769,0.1417229,1.839742,0.1481337,0.0003703622,0.0003246227,0.01682188,0.2144263,0.3592441,0.08003525,0.03654499,0.04501957,0.03912325,0.02260878,0.0002487997,1.830811,0.0109302,0.003434635,0.01810294,0.06174047,19.9643,1.217053,7.747287,7.737484,16.41203,3.091176,13.55728,30.84162
106,0.02454268,0.001810942,0.001612146,0.03596022,0.02728815,0.1793882,0.008164785,0.002852825,0.04993721,0.002199675,0.009146603,0.002475779,0.0008651325,0.01894244,0.004385536,0.002747659,0.000641087,0.03312935,0.001693558,0.02682655,8.596553E-05,0.03946432,4.329838E-05,0.01206045,0.07323374,0.003194532,0.003110696,0.0001599093,0.001124097,5.696866E-05,0.00111249,0.0003783773,0.000309143,0.02512613,0.0002335106,0.001575822,0.0009265684,3.890334E-06,3.669687E-05,0.001819431,0.04742038,0.006539308,0.09068324,0.003350788,0.0158815,0.001341372,0.010412,0.00968165,9.119643,0.0001383447,0.01636801,0.1421767,1.863598,0.1507315,0.0003689566,0.0003161326,0.01680874,0.2107842,0.3894213,0.09298813,0.03780963,0.04916666,0.04140395,0.02339929,0.0002467115,1.892445,0.01287512,0.004470145,0.02548638,0.06346039,21.13841,1.44277,8.927546,8.003034,15.39523,2.660245,11.59263,29.50158
